Date,Weekly Mean Price,Weekly Max Price
2022-10-17,89.13428571428571,93.07
2022-10-18,87.73714285714286,91.6
2022-10-19,86.93714285714285,89.75
2022-10-20,86.4042857142857,89.59
2022-10-21,86.06714285714285,89.59
2022-10-24,85.57142857142857,86.12
2022-10-25,85.68999999999998,86.93
2022-10-26,86.1742857142857,89.39
2022-10-27,86.99857142857142,89.39
2022-10-28,87.26285714285714,89.39
2022-10-31,87.33714285714284,89.39
2022-11-01,87.75,89.39
2022-11-02,88.31285714285715,90.06
2022-11-03,88.48571428571428,90.06
2022-11-04,88.94142857142857,92.58
2022-11-07,89.33285714285714,92.58
2022-11-08,89.46857142857142,92.58
2022-11-09,89.36142857142856,92.58
2022-11-10,89.09857142857142,92.58
2022-11-11,88.96714285714286,92.58
2022-11-14,88.64,92.58
2022-11-15,87.82428571428571,91.8
2022-11-16,86.94142857142857,89.14
2022-11-17,85.92571428571429,89.14
2022-11-18,85.10857142857142,89.14
2022-11-21,84.14,89.14
2022-11-22,82.95285714285716,86.87
2022-11-23,81.82142857142857,86.87
2022-11-25,80.33285714285715,85.62
2022-11-28,79.11571428571428,81.69
2022-11-29,78.58285714285715,80.83
2022-11-30,78.64142857142856,80.83
2022-12-01,78.83,81.06
2022-12-02,78.69142857142857,81.06
2022-12-05,78.53428571428572,81.06
2022-12-06,78.21428571428571,81.06
2022-12-07,77.47571428571428,81.06
2022-12-08,76.52428571428571,81.06
2022-12-09,75.17714285714285,81.06
2022-12-12,74.02,79.86
2022-12-13,73.38857142857144,76.83
2022-12-14,73.43285714285715,77.14
2022-12-15,73.67285714285715,77.14
2022-12-16,73.99571428571429,77.14
2022-12-19,74.53142857142856,77.14
2022-12-20,75.22714285714285,77.14
2022-12-21,75.97142857142856,78.17
2022-12-22,76.29142857142857,78.17
2022-12-23,76.63857142857144,79.57
2022-12-27,77.14714285714287,79.57
2022-12-28,77.81857142857143,79.57
2022-12-29,78.30142857142857,79.57
2022-12-30,78.90714285714286,80.16
2023-01-03,78.72142857142856,80.16
2023-01-04,78.02714285714286,80.16
2023-01-05,77.17571428571429,80.16
2023-01-06,76.36428571428573,80.16
2023-01-09,75.7642857142857,80.16
2023-01-10,75.28999999999999,80.16
2023-01-11,74.90428571428572,77.46
2023-01-12,75.11142857142856,78.32
2023-01-13,76.12285714285714,79.9
2023-01-17,77.07142857142857,80.25
2023-01-18,77.89428571428572,80.25
2023-01-19,78.69714285714284,80.31
2023-01-20,79.57714285714285,81.27
2023-01-23,80.17142857142858,81.62
2023-01-24,80.39142857142858,81.62
2023-01-25,80.37428571428572,81.62
2023-01-26,80.42999999999999,81.62
2023-01-27,80.45857142857143,81.62
2023-01-30,80.12428571428572,81.62
2023-01-31,79.79285714285716,81.62
2023-02-01,79.03857142857143,80.64
2023-02-02,78.46857142857142,80.64
2023-02-03,77.55714285714285,80.64
2023-02-06,76.62428571428572,79.73
2023-02-07,76.25857142857141,78.95
2023-02-08,76.33000000000001,78.95
2023-02-09,76.2,78.47
2023-02-10,76.68571428571428,79.74
2023-02-13,77.2957142857143,80.14
2023-02-14,78.10714285714286,80.14
2023-02-15,78.74428571428572,80.14
2023-02-16,78.92714285714285,80.14
2023-02-17,78.61857142857141,80.14
2023-02-21,78.36714285714285,80.14
2023-02-22,77.54,80.14
2023-02-23,76.84285714285714,79.08
2023-02-24,76.42999999999999,78.57
2023-02-27,76.00142857142858,78.45
2023-02-28,75.77714285714286,76.88
2023-03-01,75.95714285714287,77.57
2023-03-02,76.21000000000001,78.05
2023-03-03,77.02,79.62
2023-03-06,77.75285714285714,80.39
2023-03-07,77.93285714285715,80.39
2023-03-08,78.07428571428571,80.39
2023-03-09,77.89142857142858,80.39
2023-03-10,77.74571428571427,80.39
2023-03-13,77.26428571428572,80.39
2023-03-14,76.05857142857144,80.39
2023-03-15,74.2,77.45
2023-03-16,72.87142857142858,76.56
2023-03-17,71.45,76.55
2023-03-20,70.30142857142859,76.55
2023-03-21,69.28,74.68
2023-03-22,68.71285714285713,71.18
2023-03-23,68.51142857142857,70.71
2023-03-24,68.77428571428571,70.71
2023-03-27,69.44857142857143,72.87
2023-03-28,70.37857142857142,73.12
2023-03-29,71.14857142857143,73.12
2023-03-30,71.85142857142857,74.32
2023-03-31,72.56142857142858,75.68
2023-04-03,74.08000000000001,80.4
2023-04-04,75.72000000000001,80.7
2023-04-05,76.83714285714287,80.7
2023-04-06,77.92,80.7
2023-04-10,78.89714285714285,80.7
2023-04-11,79.92857142857143,81.54
2023-04-12,81.01142857142858,83.26
2023-04-13,81.26285714285714,83.26
2023-04-14,81.53142857142858,83.26
2023-04-17,81.5657142857143,83.26
2023-04-18,81.58714285714287,83.26
2023-04-19,81.5,83.26
2023-04-20,80.89,83.26
2023-04-21,80.11857142857141,82.58
2023-04-24,79.61571428571428,82.58
2023-04-25,78.82571428571428,80.93
2023-04-26,77.88285714285715,80.85
2023-04-27,77.01428571428572,79.18
2023-04-28,76.67142857142856,78.64
2023-05-01,76.43999999999998,78.64
2023-05-02,75.56142857142856,78.64
2023-05-03,74.12999999999998,77.05
2023-05-04,72.91142857142856,76.78
2023-05-05,72.48142857142857,76.78
2023-05-08,72.24714285714285,76.78
2023-05-09,71.80428571428571,75.65
2023-05-10,71.35857142857142,73.68
2023-05-11,71.22999999999999,73.68
2023-05-12,71.42999999999999,73.68
2023-05-15,71.7942857142857,73.68
2023-05-16,71.72714285714285,73.68
2023-05-17,71.67714285714285,73.68
2023-05-18,71.41142857142856,72.78
2023-05-19,71.27428571428571,72.78
2023-05-22,71.41714285714285,72.78
2023-05-23,71.82428571428571,72.87
2023-05-24,72.29571428571428,74.37
2023-05-25,72.41428571428573,74.37
2023-05-26,72.35285714285715,74.37
2023-05-30,72.0142857142857,74.37
2023-05-31,71.52000000000001,74.37
2023-06-01,71.27428571428571,74.37
2023-06-02,71.11571428571429,74.37
2023-06-05,70.79714285714286,72.35
2023-06-06,70.80142857142856,72.35
2023-06-07,70.82571428571428,72.52
2023-06-08,71.08714285714284,72.52
2023-06-09,71.38,72.52
2023-06-12,70.94999999999999,72.52
2023-06-13,70.61142857142856,72.52
2023-06-14,70.05142857142856,72.52
2023-06-15,69.89428571428572,72.52
2023-06-16,69.79285714285714,71.81
2023-06-20,69.74428571428572,71.81
2023-06-21,70.08571428571429,72.55
2023-06-22,70.39142857142858,72.55
2023-06-23,70.32285714285715,72.55
2023-06-26,70.44714285714285,72.55
2023-06-27,70.02857142857142,72.55
2023-06-28,69.70428571428572,72.55
2023-06-29,69.54857142857144,72.55
2023-06-30,69.27857142857142,70.66
2023-07-03,69.34857142857143,70.66
2023-07-05,69.75857142857141,71.78
2023-07-06,70.14,71.78
2023-07-07,71.02999999999999,73.91
2023-07-10,71.53142857142856,73.91
2023-07-11,72.24857142857144,74.87
2023-07-12,72.97857142857143,75.77
2023-07-13,74.0,76.86
2023-07-14,74.52285714285715,76.86
2023-07-17,74.86714285714285,76.86
2023-07-18,75.13142857142859,76.86
2023-07-19,75.46714285714286,76.86
2023-07-20,75.57857142857142,76.86
2023-07-21,75.76285714285713,77.06
2023-07-24,76.04142857142857,78.81
2023-07-25,76.65857142857143,79.76
2023-07-26,77.36428571428571,79.76
2023-07-27,77.99428571428572,80.17
2023-07-28,78.73,80.55
2023-07-31,79.60857142857142,81.8
2023-08-01,80.22428571428573,81.8
2023-08-02,80.32285714285715,81.8
2023-08-03,80.58,81.8
2023-08-04,81.10142857142857,82.76
2023-08-07,81.35428571428572,82.76
2023-08-08,81.69571428571429,82.94
2023-08-09,82.05999999999999,84.35
2023-08-10,82.26571428571427,84.35
2023-08-11,82.78999999999999,84.35
2023-08-14,82.92428571428572,84.35
2023-08-15,82.68142857142857,84.35
2023-08-16,82.31857142857143,84.35
2023-08-17,81.96000000000001,84.35
2023-08-18,81.51714285714287,83.17
2023-08-21,81.21714285714286,83.17
2023-08-22,80.79999999999998,82.5
2023-08-23,80.28714285714285,81.25
2023-08-24,80.06714285714285,81.25
2023-08-25,80.22,81.25
2023-08-28,80.25142857142858,81.25
2023-08-29,80.23571428571428,81.14
2023-08-30,80.36857142857141,81.64
2023-08-31,80.84,83.55
2023-09-01,81.78428571428572,85.52
2023-09-05,82.81571428571428,86.74
2023-09-06,83.82714285714285,87.55
2023-09-07,84.71571428571428,87.55
2023-09-08,85.62571428571428,87.55
2023-09-11,86.4342857142857,87.55
2023-09-12,87.19428571428571,88.87
2023-09-13,87.63285714285713,88.87
2023-09-14,88.11714285714287,90.13
2023-09-15,88.58571428571429,90.83
2023-09-18,89.24285714285715,91.47
2023-09-19,89.7642857142857,91.47
2023-09-20,90.03571428571429,91.47
2023-09-21,90.13428571428572,91.47
2023-09-22,90.33571428571427,91.47
2023-09-25,90.27142857142859,91.47
2023-09-26,90.35714285714286,91.47
2023-09-27,90.67142857142856,93.67
2023-09-28,90.74142857142856,93.67
2023-09-29,90.96571428571428,93.67
2023-10-02,90.85857142857142,93.67
2023-10-03,90.75285714285714,93.67
2023-10-04,89.98714285714287,93.67
2023-10-05,88.68285714285715,93.67
2023-10-06,87.13428571428572,91.65
2023-10-10,86.31142857142856,90.77
2023-10-11,85.30142857142857,89.26
2023-10-12,84.45285714285714,89.26
2023-10-13,84.22571428571428,87.67
2023-10-16,84.55857142857143,87.67
2023-10-17,85.18142857142857,87.67
2023-10-18,85.97,88.35
2023-10-19,86.46428571428571,89.35
2023-10-20,87.23857142857143,89.35
2023-10-23,87.61285714285715,89.35
2023-10-24,87.17142857142858,89.35
2023-10-25,87.08857142857144,89.35
2023-10-26,86.67999999999999,89.35
2023-10-27,86.35,89.35
2023-10-30,85.44714285714285,89.12
2023-10-31,84.37857142857142,86.07
2023-11-01,83.74428571428571,86.07
2023-11-02,83.52428571428572,86.07
2023-11-03,82.82714285714285,86.04
2023-11-06,82.50428571428571,86.04
2023-11-07,81.35000000000001,83.04
2023-11-08,80.32428571428571,83.04
2023-11-09,79.56714285714285,83.04
2023-11-13,79.25428571428573,83.04
2023-11-14,78.66285714285713,81.54
2023-11-15,78.08571428571429,81.54
2023-11-16,76.93714285714285,78.9
2023-11-17,76.72428571428573,78.9
2023-11-20,77.0457142857143,78.9
2023-11-21,77.33285714285715,78.9
2023-11-22,77.03857142857143,78.9
2023-11-24,76.45714285714287,78.35
2023-11-27,76.07285714285715,78.35
2023-11-28,76.44285714285714,78.35
2023-11-29,76.59857142857143,78.35
2023-11-30,76.25,78.35
2023-12-01,75.58571428571429,77.56
2023-12-04,75.00428571428571,77.56
2023-12-05,74.59285714285714,77.56
2023-12-06,73.80999999999999,77.56
2023-12-07,72.79714285714286,77.56
2023-12-08,71.84142857142858,75.66
2023-12-11,71.16857142857143,73.7
2023-12-12,70.39285714285714,72.73
2023-12-13,69.87285714285714,71.95
2023-12-14,69.76714285714284,71.21
2023-12-15,70.06285714285714,71.21
2023-12-18,70.5142857142857,72.16
2023-12-19,70.85142857142857,73.23
2023-12-20,71.26857142857143,73.87
2023-12-21,72.02857142857144,73.87
2023-12-22,72.62857142857143,73.87
2023-12-26,73.28999999999999,75.84
2023-12-27,73.75571428571428,75.84
2023-12-28,73.7357142857143,75.84
2023-12-29,73.54428571428572,75.84
2024-01-02,73.08,75.84
2024-01-03,72.99142857142856,75.84
2024-01-04,72.86142857142856,75.84
2024-01-05,72.59857142857142,74.31
2024-01-08,72.13428571428571,74.0
2024-01-09,72.19285714285715,74.0
2024-01-10,72.14714285714287,74.0
2024-01-11,72.36571428571428,74.0
2024-01-12,72.36142857142858,74.0
2024-01-16,72.39714285714287,74.0
2024-01-17,72.22428571428573,72.94
2024-01-18,72.69000000000001,74.32
2024-01-19,72.86999999999999,74.32
2024-01-22,73.39714285714285,75.26
2024-01-23,73.76428571428572,75.26
2024-01-24,74.12714285714286,75.48
2024-01-25,74.88142857142857,77.91
2024-01-26,75.69000000000001,78.45
2024-01-29,76.10857142857142,78.45
2024-01-30,76.76714285714286,78.45
2024-01-31,76.91285714285713,78.45
2024-02-01,76.86142857142856,78.45
2024-02-02,76.46714285714287,78.45
2024-02-05,75.7957142857143,78.45
2024-02-06,75.13571428571427,78.3
2024-02-07,74.70857142857142,78.3
2024-02-08,74.47571428571428,76.67
2024-02-09,74.61571428571428,77.26
2024-02-12,75.04142857142857,77.34
2024-02-13,75.83571428571429,78.28
2024-02-14,76.39,78.28
2024-02-15,77.05285714285715,78.47
2024-02-16,77.82285714285715,79.65
2024-02-20,78.11571428571429,79.65
2024-02-21,78.34857142857143,79.65
2024-02-22,78.67714285714285,79.65
2024-02-23,78.58,79.65
2024-02-26,78.78571428571429,79.65
2024-02-27,78.97571428571428,79.8
2024-02-28,78.94571428571429,79.8
2024-02-29,79.01714285714286,79.8
2024-03-01,79.30428571428571,80.9
2024-03-04,79.30857142857143,80.9
2024-03-05,79.52428571428571,80.9
2024-03-06,79.74571428571429,80.9
2024-03-07,79.74714285714286,80.9
2024-03-08,79.67857142857143,80.9
2024-03-11,79.62857142857142,80.9
2024-03-12,79.28714285714285,80.08
2024-03-13,79.42999999999999,80.67
2024-03-14,79.86571428571428,82.16
2024-03-15,80.13142857142859,82.16
2024-03-18,80.6842857142857,83.68
2024-03-19,81.46000000000001,84.39
2024-03-20,82.02,84.39
2024-03-21,82.51714285714286,84.39
2024-03-22,82.57857142857144,84.39
2024-03-25,82.61428571428571,84.39
2024-03-26,82.68142857142857,84.39
2024-03-27,82.46285714285713,84.39
2024-03-28,82.40142857142857,83.96
2024-04-01,82.65142857142857,84.54
2024-04-02,83.21714285714286,85.95
2024-04-03,83.94857142857143,86.22
2024-04-04,84.65714285714286,87.37
2024-04-05,85.41142857142859,87.69
2024-04-08,86.13857142857144,87.69
2024-04-09,86.43571428571428,87.69
2024-04-10,86.78428571428572,87.69
2024-04-11,86.76142857142857,87.69
2024-04-12,86.7957142857143,87.69
2024-04-15,86.63000000000001,87.69
2024-04-16,86.41,87.24
2024-04-17,85.88714285714286,86.98
2024-04-18,85.52428571428572,86.98
2024-04-19,85.06857142857143,86.46
2024-04-22,84.78714285714285,86.46
2024-04-23,84.46000000000001,86.21
2024-04-24,84.15714285714286,86.15
2024-04-25,83.98142857142857,84.92
2024-04-26,84.23857142857143,85.38
2024-04-29,84.34714285714287,85.38
2024-04-30,84.30428571428571,85.38
2024-05-01,83.85857142857142,85.38
2024-05-02,83.34714285714286,85.38
2024-05-03,82.71285714285715,85.38
2024-05-06,82.02428571428571,85.38
2024-05-07,81.25142857142858,84.26
2024-05-08,80.7242857142857,83.49
2024-05-09,80.34857142857142,80.86
2024-05-10,80.22142857142856,80.86
2024-05-13,80.23857142857142,80.86
2024-05-14,80.23428571428572,80.86
2024-05-15,80.25285714285714,80.86
2024-05-16,80.37857142857142,80.86
2024-05-17,80.53428571428572,81.66
2024-05-20,80.61,81.66
2024-05-21,80.73142857142855,81.66
2024-05-22,80.50857142857141,81.66
2024-05-23,80.20142857142856,81.66
2024-05-24,79.95142857142856,81.66
2024-05-28,79.95857142857143,81.66
2024-05-29,79.75571428571429,81.39
2024-05-30,79.40857142857143,80.9
2024-05-31,79.02428571428571,80.9
2024-06-03,78.46857142857142,80.9
2024-06-04,78.01142857142857,80.9
2024-06-05,77.52571428571427,80.9
2024-06-06,76.89999999999999,80.24
2024-06-07,76.36999999999999,78.96
2024-06-10,76.34,78.75
2024-06-11,76.47,78.88
2024-06-12,77.0842857142857,79.56
2024-06-13,77.84714285714286,79.61
2024-06-14,78.46571428571428,79.61
2024-06-17,79.15285714285714,81.33
2024-06-18,80.03,82.67
2024-06-20,80.6857142857143,83.34
2024-06-21,81.09000000000002,83.34
2024-06-24,81.52857142857144,83.34
2024-06-25,81.86571428571428,83.34
2024-06-26,82.26285714285713,83.34
2024-06-27,82.50714285714285,83.34
2024-06-28,82.53,83.34
2024-07-01,82.72428571428573,84.7
2024-07-02,83.0642857142857,84.7
2024-07-03,83.42999999999999,85.19
2024-07-05,83.78285714285714,85.19
2024-07-08,83.98857142857142,85.19
2024-07-09,83.95142857142856,85.19
2024-07-10,84.03142857142858,85.19
2024-07-11,83.91999999999999,85.19
2024-07-12,83.8342857142857,85.19
2024-07-15,83.55285714285715,84.44
2024-07-16,83.19285714285715,83.92
2024-07-17,83.26857142857145,84.16
2024-07-18,83.46714285714286,84.17
2024-07-19,83.18714285714286,84.17
2024-07-22,82.80571428571429,84.17
2024-07-23,82.05571428571429,84.17
2024-07-24,81.42142857142858,84.17
2024-07-25,81.0657142857143,84.17
2024-07-26,80.26857142857143,84.17
2024-07-29,79.28285714285714,81.43
2024-07-30,78.53142857142858,81.25
2024-07-31,78.26142857142857,79.43
2024-08-01,78.19000000000001,79.43
2024-08-02,77.64857142857143,79.43
2024-08-05,76.93857142857144,79.36
2024-08-06,76.37,79.36
2024-08-07,76.28571428571429,79.36
2024-08-08,76.49571428571429,79.36
2024-08-09,76.34142857142857,78.28
2024-08-12,76.87142857142858,81.45
2024-08-13,77.55999999999999,81.45
2024-08-14,78.13285714285715,81.45
2024-08-15,78.85571428571428,81.45
2024-08-16,79.05142857142856,81.45
2024-08-19,78.79142857142857,81.45
2024-08-20,78.36142857142856,81.45
2024-08-21,77.12,79.81
2024-08-22,76.25,79.66
2024-08-23,75.87142857142855,79.66
2024-08-26,75.69142857142857,78.4
2024-08-27,75.47,78.4
2024-08-28,75.42285714285715,78.4
2024-08-29,75.6557142857143,78.4
2024-08-30,75.90714285714286,78.4
2024-09-03,75.55857142857143,78.4
2024-09-04,74.74285714285713,78.4
2024-09-05,73.5557142857143,76.9
2024-09-06,72.42428571428572,76.9
2024-09-09,71.59,76.9
2024-09-10,70.13714285714286,74.52
2024-09-11,69.24142857142859,71.28
2024-09-12,69.04285714285713,70.11
2024-09-13,68.96857142857142,70.09
2024-09-16,69.11285714285715,71.1
2024-09-17,69.62428571428572,72.16
2024-09-18,69.94142857142857,72.16
2024-09-19,70.81714285714285,72.86
2024-09-20,71.4557142857143,72.86
2024-09-23,71.66142857142857,72.86
2024-09-24,72.05428571428571,72.86
2024-09-25,71.95714285714286,72.86
2024-09-26,71.40285714285714,72.86
2024-09-27,70.95285714285716,72.86
2024-09-30,70.36571428571429,72.72
2024-10-01,70.03571428571429,72.34
2024-10-02,69.95142857142856,72.34
2024-10-03,70.23571428571428,74.33
2024-10-04,70.88,74.93
2024-10-07,72.23428571428572,77.76
2024-10-08,73.02571428571427,77.76
2024-10-09,73.75428571428571,77.76
2024-10-10,74.61857142857143,77.76
2024-10-11,75.38571428571427,77.76
2024-10-15,74.94142857142856,77.76
2024-10-16,74.37571428571428,77.76
2024-10-17,73.44714285714285,76.46
2024-10-18,72.80714285714285,76.46
2024-10-21,72.42285714285713,76.46
2024-10-22,71.9057142857143,76.11
2024-10-23,71.22857142857143,72.84
2024-10-24,71.13714285714285,72.84
2024-10-25,71.28714285714285,72.84
2024-10-28,70.77142857142857,72.84
